width	height	description	isModerated	moderatedBy	predicted
0_15_56	400	60	Они. прижавшись	1	Norlist	
0_15_58	502	70	Они, прижавшись	1	Norlist	
0_15_59	556	58	Они, прижавшись	1	Norlist	
0_15_6	555	60	Они, прижавшись	1	Norlist	
0_15_60	633	88	Они, прижавшись	1	Norlist	
0_15_61	671	74	Они, прижавшись	1	Norlist	
0_15_611_	620	85	Они, прижавшись	1	Norlist	
0_15_612	538	71	Они, прижавшись	1	Norlist	
0_15_613	610	69	Они, прижавшись	1	Norlist	
0_15_614	625	75	Они, прижавшись	1	Norlist	
0_15_615_	692	81	Они, прижавшись	1	Norlist	
0_15_617	536	59	Они, прижавшись	1	Norlist	
0_15_618	429	69	Они, прижавшись	1	Norlist	
0_15_619	576	99	Они, прижавшись	1	Norlist	
0_15_62	451	58	Они, прижавшись	1	Norlist	
0_15_620	489	86	Они, прижавшись	1	Norlist	
0_15_621	509	87	Они, прижавшись	1	Norlist	
0_15_622	645	81	Они, прижавшись	1	Norlist	
0_15_623	651	87	Они, прижавшись	1	Norlist	
0_15_624	498	65	Они, прижавшись	1	Norlist	
0_15_625	570	71	Они, прижавшись	1	Norlist	
0_15_626	576	74	Они, прижавшись	1	Norlist	
0_15_627	629	94	Они, прижавшись	1	Norlist	
0_15_628	537	73	Они, прижавшись	1	Norlist	
0_15_629	491	108	Они, прижавшись	1	Norlist	
0_15_630	581	73	Они, прижав шись	1	Norlist	
0_15_631	591	73	Они, прижавшись	1	Norlist	
0_15_632_	534	63	Они прижавшись	1	Norlist	
0_15_633	600	85	Они, прижавшись	1	Norlist	
0_15_634	516	79	Они, прижавшись	1	Norlist	
0_15_635	471	65	Они, прижавшись	1	Norlist	
0_15_636	553	75	Они, прижавшись	1	Norlist	
0_15_7	510	81	Они, прижавшись	1	Daniyar Borisovich	
0_15_8	574	38	Они, прижавшись	1	Norlist	
0_15_9	540	64	Они, прижавшись	1	Norlist	
0_16_1	715	86	Густую холодеющую	1	Norlist	
0_16_10	589	84	Густую холодеющую	1	Daniyar Borisovich	
0_16_100	684	62	Густую холодеющую	1	Norlist	
0_16_11	680	76	Густую холодеющую	1	Norlist	
0_16_14	672	74	Густую холодеющую	1	Norlist	
0_16_18	677	113	Густую холодеющую	1	Norlist	
0_16_19	616	86	Густую холодеющую	1	Norlist	
0_16_2	688	90	Густую холодеющую	1	Norlist	
0_16_21	728	90	Густую холодеющу	1	Daniyar Borisovich	
0_16_22	489	75	Густую холодеющую	1	Norlist	
0_16_23	589	97	Густую холодеющую	1	Norlist	
0_16_24	610	99	Густую холодеющую	1	Norlist	
0_16_25	667	85	Густую холодеющую	1	Norlist	
0_16_26	671	76	Густую холодеющую	1	Norlist	
0_16_27	715	88	Густую холодеющую	1	Norlist	
0_16_28	681	71	Густую холодеющую	1	Daniyar Borisovich	
0_16_29	687	118	Густую холодеющую	1	Daniyar Borisovich	
0_16_3	580	90	Густую холодеющую	1	Norlist	
0_16_30	657	110	Густую холодеющую	1	Norlist	
0_16_31	674	130	Густую холодеющую	1	Norlist	
0_16_32	686	99	Густую холодеющую	1	Daniyar Borisovich	
0_16_34	685	87	Густую холодеющую	1	Norlist	
0_16_35	641	85	Густую холодеющую	1	Norlist	
0_16_36	715	115	Густую холодеющую	1	Daniyar Borisovich	
0_16_4	677	59	Густую холодеющую	1	Norlist	
0_16_40	704	95	Густую холодеющую	1	Norlist	
0_16_41	574	88	Густую холодеющую	1	Norlist	
0_16_42	652	91	Густую холодеющую	1	Norlist	
0_16_45	568	80	Густую холодеющую	1	Norlist	
0_16_46	645	86	Густую холодеющую	1	Norlist	
0_16_47	745	82	Густую холодеющую	1	Daniyar Borisovich	
0_16_48	703	93	Густую холодеющую	1	Norlist	
0_16_49	718	68	Густую холодеющую	1	Norlist	
0_16_50	707	97	Густую холодеющую	1	Norlist	
0_16_51	646	91	Густую холодеющую	1	Norlist	
0_16_52	614	56	Густую холодеющую	1	Norlist	
0_16_55	682	100	Густую холодеющую	1	Norlist	
0_16_56	515	80	Густую холодеющую	1	Norlist	
0_16_57	789	92	Густую холодеющую	1	Daniyar Borisovich	
0_16_58	607	91	Густую холодеющую	1	Daniyar Borisovich	
0_16_59	615	65	Густую холодеющую	1	Norlist	
0_16_6	666	90	Густую холодеющую	1	Norlist	
0_16_61	724	97	Густую холодеющую	1	Norlist	
0_16_611_	739	82	Густую холодеющую	1	Norlist	
0_16_612	600	85	Густую холодеющую	1	Norlist	
0_16_613	643	97	Густую холодеющую	1	Norlist	
0_16_614	725	90	Густую холодеющую	1	Norlist	
0_16_615_	726	85	Густую холодеющую	1	Norlist	
0_16_617	629	67	Густую холодеющую	1	Norlist	
0_16_618	504	80	Густую холодеющую	1	Norlist	
0_16_619	705	106	Густую холодеющую	1	Norlist	
0_16_62	579	85	Густую холодеющую	1	Norlist	
0_16_620	610	86	Густую холодеющую	1	Norlist	
0_16_621	611	79	Густую холодеющую	1	Norlist	
0_16_623	697	104	Густую холодеющую	1	Norlist	
0_16_624	596	96	Густую холодеющую	1	Norlist	
0_16_625	643	73	Густую холодеющую	1	Norlist	
0_16_626	739	83	Густую холодеющую	1	Norlist	
0_16_627	709	66	густую холодеющу	1	Norlist	
0_16_628	606	81	Густую холодеющую	1	Norlist	
0_16_629	651	90	Густую холодеющую	1	Norlist	
0_16_630	644	101	Густую холодеющую	1	Norlist	
0_16_631	665	75	Густую холодеющую	1	Norlist	
0_16_633	632	97	Густую холодеющую	1	Norlist	
0_16_634	595	81	Густую холодеющую	1	Norlist	
0_16_635	559	80	Густую холодеющую	1	Norlist	
0_16_636	683	74	Густую холодеющую	1	Norlist	
0_16_7	653	99	Густую холодеющую	1	Daniyar Borisovich	
0_16_8	606	51	Густую холодеющую	1	Norlist	
0_16_9	625	74	Густую холодеющую	1	Norlist	
0_17_0	616	71	С глотками в них	1	Norlist	
0_17_1	655	72	С глотками в них	1	Norlist	
0_17_10	626	74	С глотками в них	1	Daniyar Borisovich	
0_17_100	717	41	С глотками в них	1	Norlist	
0_17_101	676	55	С глотками в них	1	Norlist	
0_17_102	694	51	С глотками в них	1	Norlist	
0_17_11	585	56	С глотками в них	1	Norlist	
0_17_13	647	69	С глотками в них	1	Norlist	
0_17_14	606	59	С глотками в них	1	Norlist	
0_17_18	646	80	С глотками в них	1	Norlist	
0_17_19	654	56	С глотками в них	1	Norlist	
0_17_2	708	57	С глотками в них	1	Norlist	
0_17_21	690	95	С глотками в них	1	Daniyar Borisovich	
0_17_22	448	54	С глотками в них	1	Norlist	
0_17_23	546	54	С глотками в них	1	Norlist	
0_17_24	566	66	С глотками в них	1	Norlist	
0_17_25	620	64	С глотками в них	1	Norlist	
0_17_26	587	50	С глотками в них	1	Norlist	
0_17_27	677	65	С глотками в них	1	Norlist	
0_17_28	679	58	С глотками в них	1	Daniyar Borisovich	
0_17_29	648	74	С глотками в них	1	Daniyar Borisovich	
0_17_3	545	57	С глотками в них	1	Norlist	
0_17_30	558	64	С глотками в них	1	Norlist	
0_17_31	602	69	С глотками в них	1	Norlist	
0_17_32	703	66	С глотками в них	1	Daniyar Borisovich	
0_17_34	589	61	С глотками в них	1	Norlist	
0_17_35	539	62	С глотками в них	1	Norlist	
0_17_36	688	60	С глотками в них	1	Daniyar Borisovich	
0_17_4	641	65	С глотками в них	1	Norlist	
0_17_40	594	77	С глотками в них	1	Norlist	
0_17_41	594	60	С глотками в них	1	Norlist	
0_17_42	608	42	С глотками в них	1	Norlist	
0_17_45	526	65	С глотками в них	1	Norlist	
0_17_46	586	53	С глотками в них	1	Norlist	
0_17_47	714	60	С глотками в них	1	Norlist	
0_17_48	748	51	С глотками в них	1	Daniyar Borisovich	
0_17_49	621	65	С глотками в них	1	Norlist	
0_17_50	657	56	С глотками в них	1	Norlist	
0_17_51	658	73	С глотками в них	1	Norlist	
0_17_52	524	43	С глотками в них	1	Norlist	
0_17_55	611	65	С глотками в них	1	Norlist	
0_17_56	506	59	С глотками в них	1	Norlist	
0_17_57	852	51	С глотками в них	1	Daniyar Borisovich	
0_17_59	569	54	С глотками в них	1	Norlist	
0_17_6	626	52	С глотками в них	1	Norlist	
0_17_60	709	80	С глотками в них	1	Norlist	
0_17_61	645	67	С глотками в них	1	Norlist	
0_17_611_	723	63	С глотками в них	1	Norlist	
0_17_612	588	57	С глотками в них	1	Norlist	
0_17_613	566	64	С глотками в них	1	Norlist	
0_17_614	630	63	С глотками в них	1	Norlist	
0_17_615_	679	61	С глотками в них	1	Norlist	
0_17_617	606	44	С глотками в них	1	Norlist	
0_17_618	476	52	С глотками в них	1	Norlist	
0_17_619	625	82	С глотками в них	1	Norlist	
0_17_62	505	62	С глотками в них	1	Norlist	
0_17_620	542	72	С глатками в них	1	Norlist	
0_17_621	515	72	С глотками в них	1	Norlist	
0_17_623	680	64	С глотками в них	1	Norlist	
0_17_624	566	77	С глотками в них	1	Norlist	
0_17_625	564	72	С глотками в них	1	Norlist	
0_17_626	693	69	С глотками в них	1	Norlist	
0_17_627	690	70	С глотками в них	1	Norlist	
0_17_628	632	66	С глотками в них	1	Norlist	
0_17_629	549	79	С глотками в них	1	Norlist	
0_17_630	607	80	С глотками в них	1	Norlist	
0_17_631	637	66	С глотками в них	1	Norlist	
0_17_632	591	60	С глотками в них	1	Norlist	
0_17_633	664	64	С глотками в них	1	Norlist	
0_17_634	610	54	С глотками в них	1	Norlist	
0_17_635	502	56	С глотками в них	1	Norlist	
0_17_636	628	56	С глотками в них	1	Norlist	
0_17_7	569	63	С глотками в них	1	Daniyar Borisovich	
0_17_8	504	39	С глотками в них	1	Norlist	
0_17_9	566	51	С глотками в них	1	Norlist	
0_18_0	563	76	Кому? Любому	1	Norlist	
0_18_1	619	87	Кому? Любому	1	Norlist	
0_18_10	489	96	Кому? Любому.	1	Daniyar Borisovich	
0_18_100	631	81	Кому? Любому	1	Norlist	
0_18_101	553	84	Кому? Любому.	1	Norlist	
0_18_102	568	67	Кому? Любому,	1	Norlist	
0_18_103	570	97	Кому? Любому.	1	Norlist	
0_18_11	485	79	Кому? Любому	1	Norlist	
0_18_13	559	97	Кому? Любому	1	Norlist	
0_18_14	521	78	Кому? Любому.	1	Norlist	
0_18_18	528	100	Кому? Любому	1	Norlist	
0_18_19	505	77	Кому? Любому	1	Norlist	
0_18_2	533	89	Кому? Любому.	1	Norlist	
0_18_22	368	75	Кому? Любому.	1	Norlist	
0_18_23	190	97	Кому?	1	Daniyar Borisovich	
0_18_24	461	103	Кому? Любому	1	Norlist	
0_18_25	465	81	Кому? Любому	1	Norlist	
0_18_26	500	78	Кому? Любому	1	Norlist	
0_18_27	529	102	Кому? Любому	1	Norlist	
0_18_28	503	78	Кому? Любому	1	Daniyar Borisovich	
0_18_29	490	106	Кому? Любому	1	Daniyar Borisovich	
0_18_3	463	95	Кому? Любому	1	Norlist	
0_18_30	525	100	Кому? Любому	1	Norlist	
0_18_31	494	115	Кому? Любому.	1	Norlist	
0_18_32	498	98	Кому? Любому	1	Daniyar Borisovich	
0_18_34	481	90	Кому? Любому	1	Norlist	
0_18_35	439	87	Кому? Любому	1	Norlist	
0_18_37	501	98	Кому? Любому	1	Daniyar Borisovich	
0_18_4	506	77	Кому? Любому	1	Norlist	
0_18_40	519	97	Кому? Любому	1	Norlist	
0_18_41	431	88	Кому? Любому.	1	Norlist	
0_18_42	477	109	Кому? Любому	1	Norlist	
0_18_45	442	102	Кому? Любому	1	Norlist	
0_18_46	436	100	Кому? Любому	1	Norlist	
0_18_47	562	82	Кому? Любому	1	Norlist	
0_18_49	550	82	Кому? Любому	1	Norlist	
0_18_50	533	100	Кому? Любому	1	Norlist	
0_18_51	452	97	Кому? Любому	1	Norlist	
0_18_52	451	47	Кому? Любому.	1	Norlist	
0_18_55	490	89	Кому? Любому	1	Norlist	
0_18_56	446	87	Кому? Любому.	1	Norlist	
0_18_57	618	83	Кому? Любому	1	Norlist	
0_18_58	412	78	Кому? Любому	1	Norlist	
0_18_59	470	74	Кому? Любому.	1	Norlist	
0_18_6	547	98	Кому? Любому.	1	Norlist	
0_18_60	531	115	Кому? Любому	1	Norlist	
0_18_61	492	83	Кому? Любому.	1	Norlist	
0_18_612	476	85	Кому? Любому	1	Norlist	
0_18_613	516	91	Кому? Любому	1	Norlist	
0_18_614	482	77	Кому? Любому	1	Norlist	
0_18_615_	621	106	Кому? Любому	1	Norlist	
0_18_617	476	63	Кому? Любому.	1	Norlist	
0_18_618	424	96	Кому? Любому	1	Norlist	
0_18_619	570	93	Кому? Любому	1	Norlist	
0_18_62	459	80	Кому? Любому	1	Norlist	
0_18_620	413	73	Кому? Любому.	1	Norlist	
0_18_621	442	82	Кому? Любому.	1	Norlist	
0_18_623	600	88	Кому? Любому	1	Norlist	
0_18_624	507	110	Кому? Любому.	1	Norlist	
0_18_625	496	87	Кому? Любому.	1	Norlist	
0_18_626	553	89	Кому? Любому.	1	Norlist	
0_18_627	550	84	Кому? Любому	1	Norlist	
0_18_628	480	86	Кому? Любому	1	Norlist	
0_18_629	426	88	Кому? Любому	1	Norlist	
0_18_630	435	97	Кому? Любому	1	Norlist	
0_18_631	518	88	Кому? Любому	1	Norlist	
0_18_632	456	94	Кому? Любому	1	Norlist	
0_18_633	584	104	Кому? Любому	1	Norlist	
0_18_634	502	73	Кому? Любому.	1	Norlist	
0_18_635	406	81	Кому? Любому.	1	Norlist	
0_18_636	548	72	Кому? Любому	1	Norlist	
0_18_7	412	81	Кому? Любому	1	Daniyar Borisovich	
0_18_8	470	45	Кому? Любому.	1	Norlist	
0_18_9	492	75	Кому? Любому.	1	Norlist	
0_19_0	614	74	И будут мстить	1	Norlist	
0_19_1	552	72	И будут мстить	1	Norlist	
0_19_10	610	90	И будут мстить	1	Daniyar Borisovich	
0_19_100	691	78	И будут мстить	1	Norlist	
0_19_101	646	60	И будут мстить	1	Norlist	
0_19_102	658	65	И будут мстить	1	Norlist	
0_19_103	669	86	И будут мстить	1	Norlist	
0_19_11	610	57	И будут мстить	1	Norlist	
0_19_13	666	87	И будут мстить	1	Norlist	
0_19_14	562	85	И будут мстить	1	Norlist	
0_19_18	666	95	И будут мстить	1	Norlist	
0_19_19	577	76	И будут мстить	1	Norlist	
0_19_2	666	79	И будут мстить	1	Norlist	
0_19_22	430	71	И будут мстить	1	Norlist	
0_19_23	528	85	И будут мстить	1	Norlist	
0_19_24	535	86	И будут мстить	1	Norlist	
0_19_25	624	86	И будут мстить	1	Norlist	
0_19_26	653	77	И будут мстить	1	Norlist	
0_19_27	543	83	И будут мстить	1	Norlist	
0_19_28	615	69	И будут мстить	1	Daniyar Borisovich	
0_19_29	616	105	И будут мстить	1	Daniyar Borisovich	
0_19_3	535	79	И будут мстить	1	Norlist	
0_19_30	593	98	И будут мстить	1	Norlist	
0_19_31	602	98	И будут мстить	1	Norlist	
0_19_34	550	86	И будут мстить	1	Norlist	
0_19_35	554	92	И будут мстить	1	Norlist	
0_19_37	557	97	И будут мстить	1	Daniyar Borisovich	
0_19_4	555	68	И будут мстить	1	Norlist	
0_19_40	581	83	И будут мстить	1	Norlist	
0_19_41	544	82	И будут мстить	1	Norlist	
0_19_42	589	85	И будут мстить	1	Norlist	
0_19_45	521	93	И будут мстить	1	Norlist	
0_19_46	518	77	И будут мстить	1	Norlist	
0_19_47	727	87	И будут мстить	1	Norlist	
0_19_49	607	81	И будут мстить	1	Norlist	
0_19_50	619	77	И будут мстить	1	Norlist	
0_19_51	527	98	И будут мстить	1	Norlist	
0_19_52	535	63	И будут мстить	1	Norlist	
0_19_55	481	100	И будут мстить	1	Norlist	
0_19_56	535	79	И будут мстить	1	Norlist	
0_19_57	670	96	И будут мстить	1	Norlist	
0_19_58	487	74	И будут мстить	1	Norlist	
